property_type,society,sector,price,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,area_room_ratio
flat,emaar palm gardens,sector 83,3.15,8400.0,3750.0,Super Built up area 3750(348.39 sq.m.)Built Up area: 3200 sq.ft. (297.29 sq.m.)Carpet area: 2444.94 sq.ft. (227.14 sq.m.),5,7,3+,15.0,West,Relatively New,3750.0,3200.0,2444.94,0,1,0,0,0,1,165,750.0
house,emaar mgf marbella,sector 66,8.8,41607.57,2115.0,Built Up area: 267 (223.25 sq.m.),4,4,3+,3.0,South-East,Relatively New,,267.0,,0,1,1,1,0,0,107,528.75
flat,antriksh heights,sector 84,0.73,6083.33,1200.0,Super Built up area 1200(111.48 sq.m.)Carpet area: 870 sq.ft. (80.83 sq.m.),2,2,3+,4.0,North-West,Relatively New,1200.0,,870.0,1,0,1,1,0,0,158,600.0
flat,pioneer araya,sector 62,7.56,18000.0,4200.0,Built Up area: 4200 (390.19 sq.m.),4,4,3+,23.0,West,Relatively New,,4200.0,,0,1,0,1,0,1,87,1050.0
flat,ireo skyon,sector 60,3.05,12788.26,2385.0,Super Built up area 2385(221.57 sq.m.)Built Up area: 2300 sq.ft. (213.68 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),3,3,3,9.0,South-East,Relatively New,2385.0,2300.0,2200.0,0,1,0,0,0,1,165,795.0
flat,m3m skywalk,sector 74,1.54,11000.0,1400.0,Super Built up area 1400(130.06 sq.m.)Built Up area: 1200 sq.ft. (111.48 sq.m.)Carpet area: 1100 sq.ft. (102.19 sq.m.),2,2,3+,22.0,South,Relatively New,1400.0,1200.0,1100.0,0,0,0,0,1,0,137,700.0
flat,the close north,sector 50,2.7,9981.52,2705.0,Super Built up area 2605(242.01 sq.m.),3,3,3+,3.0,South,Moderately Old,2605.0,,,0,1,0,0,0,0,117,901.6666666666666
house,mian wali,sector 12,1.7,9444.44,1800.0,Plot area 1800(167.23 sq.m.),1,1,1,1.0,,Old Property,,1800.0,,0,1,0,0,0,0,7,1800.0
flat,signature global rosellia,sector 95,0.45,8754.86,514.0,Carpet area: 514 (47.75 sq.m.),2,2,2,14.0,,New Property,,,514.0,0,0,0,0,0,0,24,257.0
house,independent,sector 26,4.45,35177.87,1265.0,Plot area 150(125.42 sq.m.),4,4,3,3.0,West,Old Property,,150.0,,0,0,0,0,0,0,25,316.25
flat,mvn athens,sohna road,0.21,4666.67,450.0,Carpet area: 450 (41.81 sq.m.),1,1,1,11.0,,New Property,,,450.0,0,0,0,0,0,0,16,450.0
flat,tarc maceo,sector 91,1.8,7758.62,2320.0,Carpet area: 2320 (215.54 sq.m.),4,3,3+,0.0,North,Relatively New,,,2320.0,1,0,0,1,0,2,45,580.0
house,international city by sobha phase 2,sector 109,12.5,26669.51,4687.0,Plot area 500(418.06 sq.m.),5,6,3,3.0,East,Relatively New,,500.0,,1,1,1,1,0,0,63,937.4
flat,sbr apartment,manesar,0.68,4456.09,1526.0,Built Up area: 1526 (141.77 sq.m.),3,3,3,2.0,,Moderately Old,,1526.0,,0,0,0,0,0,0,0,508.6666666666667
flat,godrej nature plus,sector 33,1.35,8670.52,1557.0,Super Built up area 1557(144.65 sq.m.),3,2,3+,17.0,,New Property,1557.0,,,0,0,0,0,0,0,38,519.0
house,independent,sector 14,6.4,20317.46,3150.0,Plot area 350(292.64 sq.m.)Built Up area: 349 sq.yards (291.81 sq.m.)Carpet area: 348 sq.yards (290.97 sq.m.),6,6,3+,3.0,North,Old Property,,349.0,348.0,0,0,0,0,1,0,35,525.0
flat,experion the heartsong,sector 108,2.0,7196.83,2779.0,Super Built up area 2779(258.18 sq.m.)Built Up area: 2500 sq.ft. (232.26 sq.m.)Carpet area: 2300 sq.ft. (213.68 sq.m.),4,4,3+,10.0,North-East,Relatively New,2779.0,2500.0,2300.0,0,1,0,1,0,1,174,694.75
house,independent,sector 7,6.5,15046.3,4320.0,Plot area 480(401.34 sq.m.),3,2,3+,,,Old Property,,480.0,,0,0,0,0,0,0,9,1440.0
flat,gls arawali homes,sohna road,0.3,6237.01,481.0,Super Built up area 567(52.68 sq.m.)Carpet area: 480.53 sq.ft. (44.64 sq.m.),2,2,2,4.0,East,Relatively New,567.0,,480.53,0,0,0,0,0,2,120,240.5
flat,m3m woodshire,sector 107,0.98,6422.02,1526.0,Super Built up area 1534(142.51 sq.m.)Carpet area: 1056 sq.ft. (98.11 sq.m.),2,2,3,7.0,West,Relatively New,1534.0,,1056.0,1,0,0,0,0,1,174,763.0
flat,emaar palm gardens,sector 83,1.75,9210.53,1900.0,Super Built up area 1900(176.52 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1240 sq.ft. (115.2 sq.m.),3,3,3,6.0,West,Relatively New,1900.0,1600.0,1240.0,0,1,0,0,0,1,150,633.3333333333334
house,independent,sector 39,5.15,14071.04,3660.0,Built Up area: 340,5,5,0,1.0,,Relatively New,,340.0,,0,0,0,0,0,0,0,732.0
house,independent,sector 4,4.12,8888.89,4635.0,Plot area 515(430.61 sq.m.),2,1,3+,,,Moderately Old,,515.0,,0,0,0,0,0,0,0,2317.5
flat,supertech araville,sector 79,1.35,9000.0,1500.0,Super Built up area 1530(142.14 sq.m.)Built Up area: 1350 sq.ft. (125.42 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),2,2,3,6.0,East,New Property,1530.0,1350.0,1200.0,1,0,0,0,1,1,88,750.0
flat,m3m heights,sector 65,2.33,18477.4,1261.0,Super Built up area 1261(117.15 sq.m.),2,2,3,35.0,North-East,Under Construction,1261.0,,,0,0,0,0,0,1,49,630.5
flat,maruti kunj,sector 11,0.8,5161.29,1550.0,Super Built up area 1550(144 sq.m.),3,2,0,0.0,,Old Property,1550.0,,,0,0,0,0,0,0,8,516.6666666666666
flat,m3m woodshire,sector 107,1.29,8835.62,1460.0,Super Built up area 1943(180.51 sq.m.)Carpet area: 1460 sq.ft. (135.64 sq.m.),3,3,3+,1.0,East,Relatively New,1943.0,,1460.0,0,0,0,1,0,1,174,486.6666666666667
flat,signature global park,sohna road,0.54,6330.6,853.0,Carpet area: 845 (78.5 sq.m.),2,2,2,4.0,West,Relatively New,,,845.0,0,0,0,1,0,0,159,426.5
flat,dlf the primus,sector 82a,1.8,13846.15,1300.0,Super Built up area 1818(168.9 sq.m.)Carpet area: 1300 sq.ft. (120.77 sq.m.),3,3,3+,10.0,North-East,Relatively New,1818.0,,1300.0,0,1,0,0,0,2,174,433.3333333333333
flat,sare homes,sector 92,0.6,5000.0,1200.0,Carpet area: 1200 (111.48 sq.m.),3,2,3,4.0,,Moderately Old,,,1200.0,0,0,0,0,0,1,49,400.0
flat,godrej air,sector 85,1.4,10000.0,1400.0,Built Up area: 1400 (130.06 sq.m.)Carpet area: 900 sq.ft. (83.61 sq.m.),2,2,3,23.0,,Undefined,,1400.0,900.0,0,0,0,0,0,0,44,700.0
flat,tarc maceo,sector 91,0.9,6870.23,1310.0,Super Built up area 1310(121.7 sq.m.),2,2,2,13.0,East,Relatively New,1310.0,,,0,0,0,0,0,2,67,655.0
flat,meditech apartment,sector 56,2.45,8166.67,3000.0,Super Built up area 3000(278.71 sq.m.)Built Up area: 2900 sq.ft. (269.42 sq.m.)Carpet area: 2800 sq.ft. (260.13 sq.m.),4,4,3+,1.0,West,Relatively New,3000.0,2900.0,2800.0,0,0,0,0,1,1,118,750.0
flat,tulip violet,sector 69,1.42,8998.73,1578.0,Super Built up area 1578(146.6 sq.m.),3,3,2,8.0,East,Relatively New,1578.0,,,0,0,0,1,0,1,94,526.0
house,rwa sector 46,sector 46,4.5,24390.24,1845.0,Plot area 204(170.57 sq.m.)Built Up area: 206 sq.yards (172.24 sq.m.)Carpet area: 205 sq.yards (171.41 sq.m.),6,6,3+,3.0,North-East,Moderately Old,,206.0,205.0,0,0,1,0,0,1,80,307.5
flat,ireo skyon,sector 60,3.0,12484.39,2403.0,Super Built up area 2403(223.25 sq.m.)Built Up area: 2400 sq.ft. (222.97 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),3,3,3,5.0,North-East,Relatively New,2403.0,2400.0,2200.0,0,1,0,0,0,1,174,801.0
flat,m3m urbana,sector 67,1.0,12106.54,826.0,Built Up area: 826 (76.74 sq.m.),1,1,1,17.0,South,Relatively New,,826.0,,0,0,0,0,0,0,49,826.0
house,nitin vihar,sector 33,0.85,9444.44,900.0,Plot area 900(83.61 sq.m.),3,2,0,1.0,West,Relatively New,,900.0,,0,0,0,0,0,0,15,300.0
house,independent,sector 14,3.5,18087.86,1935.0,Plot area 215(179.77 sq.m.)Built Up area: 214 sq.yards (178.93 sq.m.)Carpet area: 180 sq.yards (150.5 sq.m.),6,4,2,2.0,West,Old Property,,214.0,180.0,0,0,0,0,1,1,27,322.5
flat,kendriya vihar,sector 56,0.58,9586.78,605.0,Carpet area: 605 (56.21 sq.m.),1,1,1,1.0,,Old Property,,,605.0,0,0,0,0,0,0,77,605.0
flat,shapoorji pallonji joyville gurugram,sector 102,0.97,10601.09,915.0,Super Built up area 915(85.01 sq.m.)Carpet area: 600 sq.ft. (55.74 sq.m.),2,2,2,12.0,,New Property,915.0,,600.0,0,0,0,0,0,0,57,457.5
flat,aditya apartment,manesar,1.0,4032.26,2480.0,Built Up area: 2480 (230.4 sq.m.),3,4,0,3.0,,New Property,,2480.0,,0,0,0,0,0,0,0,826.6666666666666
flat,ansal heights 86,sector 86,1.25,7396.45,1690.0,Super Built up area 1690(157.01 sq.m.),3,2,1,11.0,,New Property,1690.0,,,0,0,0,0,0,0,45,563.3333333333334
flat,emaar palm gardens,sector 83,1.75,9210.53,1900.0,Super Built up area 1900(176.52 sq.m.)Carpet area: 1240.04 sq.ft. (115.2 sq.m.),3,3,3,6.0,North-West,Relatively New,1900.0,,1240.04,0,1,0,0,0,1,105,633.3333333333334
flat,shapoorji pallonji joyville gurugram,sector 102,2.0,10799.14,1852.0,Super Built up area 1852(172.06 sq.m.),3,3,3,9.0,South-East,Relatively New,1852.0,,,0,0,0,0,0,0,49,617.3333333333334
flat,ansal housing highland park,sector 103,0.8,5878.03,1361.0,Built Up area: 1361 (126.44 sq.m.)Carpet area: 1300 sq.ft. (120.77 sq.m.),2,2,2,9.0,South-East,Undefined,,1361.0,1300.0,0,0,0,0,0,0,0,680.5
flat,radhakrishna society,sector 23,0.55,5000.0,1100.0,Super Built up area 1100(102.19 sq.m.),2,2,1,1.0,West,Moderately Old,1100.0,,,0,0,0,0,0,1,29,550.0
house,independent,sector 12,0.9,13333.33,675.0,Built Up area: 675 (62.71 sq.m.),2,4,0,2.0,,Undefined,,675.0,,0,0,0,0,0,0,0,337.5
flat,hcbs sports ville,sohna road,0.28,3768.51,743.0,Built Up area: 743 (69.03 sq.m.)Carpet area: 643 sq.ft. (59.74 sq.m.),2,2,1,11.0,East,Relatively New,,743.0,643.0,0,0,0,0,0,0,38,371.5
flat,ramprastha the edge towers,sector 37d,0.71,5419.85,1310.0,Super Built up area 1310(121.7 sq.m.)Built Up area: 1100 sq.ft. (102.19 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),2,2,3,10.0,South-East,New Property,1310.0,1100.0,1000.0,0,0,0,0,1,0,38,655.0
flat,tata primanti,sector 72,3.3,15384.62,2145.0,Super Built up area 2145(199.28 sq.m.)Built Up area: 2000 sq.ft. (185.81 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),3,3,3+,10.0,North-East,Relatively New,2145.0,2000.0,1800.0,0,1,0,0,0,1,165,715.0
flat,vatika gurgaon,sector 83,1.4,7179.49,1950.0,Carpet area: 1950 (181.16 sq.m.),4,4,3,10.0,North-East,Relatively New,,,1950.0,0,1,0,0,0,0,35,487.5
flat,m3m merlin,sector 67,3.0,14655.59,2047.0,Super Built up area 2047(190.17 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),3,3,3+,4.0,North-East,Relatively New,2047.0,1900.0,1800.0,0,0,1,0,0,1,174,682.3333333333334
house,emaar mgf marbella,sector 66,12.0,38095.24,3150.0,Plot area 350(292.64 sq.m.),5,6,3+,4.0,North-East,New Property,,350.0,,0,1,0,1,0,0,38,630.0
flat,signature global grand iva,sector 103,0.3,8287.29,362.0,Carpet area: 361.88 (33.62 sq.m.),1,2,2,5.0,,New Property,,,361.882318,0,0,0,0,0,0,37,362.0
flat,vatika the seven lamps,sector 82,1.6,6597.94,2425.0,Super Built up area 2425(225.29 sq.m.),4,5,3+,8.0,South-West,Relatively New,2425.0,,,0,1,0,0,0,0,133,606.25
house,unitech espace,sector 50,9.8,30246.91,3240.0,Plot area 360(301.01 sq.m.)Built Up area: 300 sq.yards (250.84 sq.m.)Carpet area: 280 sq.yards (234.12 sq.m.),4,4,3,2.0,North-West,Moderately Old,,300.0,280.0,0,1,0,0,0,0,22,810.0
flat,vidya apartment,sector 3 phase 3 extension,0.22,4206.5,523.0,Built Up area: 570 (52.95 sq.m.)Carpet area: 550 sq.ft. (51.1 sq.m.),2,2,1,1.0,North-West,Relatively New,,570.0,550.0,0,0,0,0,1,2,36,261.5
flat,emaar mgf the palm drive,sector 66,1.51,15130.26,998.0,Super Built up area 1200(111.48 sq.m.)Built Up area: 1188 sq.ft. (110.37 sq.m.)Carpet area: 998 sq.ft. (92.72 sq.m.),2,2,2,5.0,North,Relatively New,1200.0,1188.0,998.0,0,0,0,1,0,1,82,499.0
flat,zara aavaas,sector 104,0.22,7308.97,301.0,Carpet area: 301.28 (27.99 sq.m.),1,2,2,2.0,,New Property,,,301.28156099999995,0,0,0,0,0,0,60,301.0
flat,m3m skywalk,sector 74,1.5,12500.0,1200.0,Super Built up area 1400(130.06 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),2,2,3,17.0,North-East,Relatively New,1400.0,1300.0,1200.0,0,0,1,0,0,0,174,600.0
flat,la vida by tata housing,sector 113,3.05,15561.22,1960.0,Super Built up area 2690(249.91 sq.m.)Built Up area: 2150 sq.ft. (199.74 sq.m.)Carpet area: 1960 sq.ft. (182.09 sq.m.),3,4,3,3.0,North-West,Relatively New,2690.0,2150.0,1960.0,0,1,0,0,0,0,174,653.3333333333334
flat,pareena mi casa,sector 68,1.7,8500.0,2000.0,Super Built up area 1999(185.71 sq.m.),4,4,3+,23.0,,New Property,1999.0,,,0,0,0,0,0,0,88,500.0
flat,tulip violet,sector 69,1.6,10139.42,1578.0,Super Built up area 1578(146.6 sq.m.),3,3,2,0.0,North-West,Relatively New,1578.0,,,0,0,0,1,0,0,166,526.0
flat,mapsko casa bella,sector 82,0.86,8120.87,1059.0,Super Built up area 1430(132.85 sq.m.)Carpet area: 1056 sq.ft. (98.11 sq.m.),3,3,3,5.0,South,Moderately Old,1430.0,,1056.0,1,0,0,0,0,1,120,353.0
flat,navjyoti apartment,sector 38,2.1,11938.6,1759.0,Carpet area: 1759 (163.42 sq.m.),4,4,3+,10.0,North,Old Property,,,1759.0,0,0,0,0,0,2,22,439.75
flat,microtek greenburg,sector 86,1.93,8446.39,2285.0,Super Built up area 2285(212.28 sq.m.),3,4,3,12.0,East,Relatively New,2285.0,,,0,1,0,0,0,0,72,761.6666666666666
flat,m3m capital,sector 113,2.9,12619.67,2298.0,Carpet area: 2298 (213.49 sq.m.),4,4,3+,11.0,North,Under Construction,,,2298.0,1,1,0,0,0,0,49,574.5
flat,dlf regency park,sector 28,2.3,11819.12,1946.0,Built Up area: 1777 (165.09 sq.m.),3,3,3,7.0,North-East,Moderately Old,,1777.0,,0,1,0,0,0,0,117,648.6666666666666
house,huda,sector 38,3.5,24005.49,1458.0,Plot area 162(135.45 sq.m.)Built Up area: 161 sq.yards (134.62 sq.m.)Carpet area: 160 sq.yards (133.78 sq.m.),3,2,3,2.0,East,Moderately Old,,161.0,160.0,0,0,1,0,0,1,85,486.0
house,international city by sobha phase 1,sector 109,5.7,10555.56,5400.0,Plot area 600(501.68 sq.m.),4,5,3+,3.0,East,Relatively New,,600.0,,1,1,1,1,0,0,160,1350.0
house,bptp visionnaire,sector 70a,4.02,7309.09,5500.0,Built Up area: 5500 (510.97 sq.m.),4,4,3+,3.0,North-East,Relatively New,,5500.0,,1,1,1,1,0,0,138,1375.0
flat,puri emerald bay,sector 104,1.58,9117.14,1733.0,Super Built up area 1700(157.94 sq.m.),2,3,3,11.0,North-East,Relatively New,1700.0,,,0,1,0,0,0,0,101,866.5
flat,signature global park,sohna road,0.95,7844.76,1211.0,Built Up area: 1210.73 (112.48 sq.m.)Carpet area: 756.6 sq.ft. (70.29 sq.m.),3,2,3+,1.0,,Relatively New,,1210.723472,756.6,0,0,0,0,0,0,46,403.6666666666667
flat,chd avenue,sector 71,1.25,6596.31,1895.0,Super Built up area 1743(161.93 sq.m.),3,4,2,14.0,North-East,Relatively New,1743.0,,,1,1,0,1,1,2,128,631.6666666666666
flat,chintels paradiso,sector 109,1.8,8867.0,2030.0,Super Built up area 2030(188.59 sq.m.)Carpet area: 1785 sq.ft. (165.83 sq.m.),3,3,2,0.0,East,Moderately Old,2030.0,,1785.0,0,1,0,0,0,0,83,676.6666666666666
flat,paras irene,sector 70a,1.3,9219.86,1410.0,Super Built up area 1420(131.92 sq.m.)Carpet area: 1410 sq.ft. (130.99 sq.m.),2,2,3,19.0,,Moderately Old,1420.0,,1410.0,0,0,0,0,0,1,49,705.0
flat,supertech basera,sector 79,0.36,7643.31,471.0,Built Up area: 546 (50.73 sq.m.)Carpet area: 471 sq.ft. (43.76 sq.m.),2,2,1,4.0,,New Property,,546.0,471.0,0,0,0,0,0,0,60,235.5
flat,ansal height 86,sector 86,0.8,5882.35,1360.0,Built Up area: 1360 (126.35 sq.m.),2,2,0,1.0,,Undefined,,1360.0,,0,0,0,0,0,0,0,680.0
flat,emaar mgf emerald floors premier,sector 65,2.4,14545.45,1650.0,Super Built up area 1650(153.29 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1250 sq.ft. (116.13 sq.m.),3,3,3,3.0,East,Relatively New,1650.0,1600.0,1250.0,1,1,0,0,0,1,49,550.0
flat,signature global solera,sector 107,0.27,5521.47,489.0,Carpet area: 489 (45.43 sq.m.),2,2,2,0.0,North-East,Relatively New,,,489.0,0,0,0,0,0,0,45,244.5
flat,la vida by tata housing,sector 113,2.78,10334.57,2690.0,Super Built up area 2690(249.91 sq.m.)Built Up area: 2350 sq.ft. (218.32 sq.m.)Carpet area: 2170 sq.ft. (201.6 sq.m.),3,4,3+,5.0,North-East,Relatively New,2690.0,2350.0,2170.0,0,1,0,0,0,0,174,896.6666666666666
flat,m3m skycity,sector 65,3.0,16411.38,1828.0,Super Built up area 1828(169.83 sq.m.),3,3,3,17.0,East,Under Construction,1828.0,,,0,0,0,0,0,0,99,609.3333333333334
house,signature global city 92,sector 92,0.75,7820.65,959.0,Built Up area: 959 (89.09 sq.m.),2,2,3,1.0,,Undefined,,959.0,,0,0,0,0,0,0,46,479.5
house,unitech uniworld resorts,sector 33,8.0,11428.57,7000.0,Plot area 7000(650.32 sq.m.),4,4,3+,2.0,West,Old Property,,7000.0,,1,1,1,1,0,0,77,1750.0
flat,mapsko casa bella,sector 82,3.0,6133.71,4891.0,Super Built up area 4890(454.3 sq.m.),4,6,3+,25.0,West,Relatively New,4890.0,,,0,1,0,1,0,1,119,1222.75
house,independent,sector 105,0.5,5555.56,900.0,Built Up area: 100 (9.29 sq.m.),2,2,0,1.0,,Undefined,,100.0,,0,0,0,0,0,0,0,450.0
flat,signature global solera,sector 107,0.36,6581.35,547.0,Carpet area: 547 (50.82 sq.m.),2,2,2,8.0,South-East,Relatively New,,,547.0,0,0,0,0,0,0,45,273.5
flat,aipl the peaceful homes,sector 70a,2.3,10697.67,2150.0,Super Built up area 2150(199.74 sq.m.),3,3,3,3.0,North-East,Relatively New,2150.0,,,0,0,1,0,0,1,124,716.6666666666666
flat,palam vihar society,sector 2,3.35,7444.44,4500.0,Carpet area: 4500 (418.06 sq.m.),4,4,3+,2.0,,New Property,,,4500.0,1,0,0,0,0,0,66,1125.0
flat,deepak minda,manesar,1.25,4715.2,2651.0,Carpet area: 2651 (246.29 sq.m.),4,4,3+,6.0,,Moderately Old,,,2651.0,0,0,0,0,0,1,44,662.75
house,independent,sector 4,0.55,4074.07,1350.0,Plot area 1350(125.42 sq.m.),3,3,2,2.0,South,Relatively New,,1350.0,,0,0,0,0,1,0,7,450.0
house,independent,sector 26,13.5,29880.48,4518.0,Plot area 502(419.74 sq.m.),5,5,3+,2.0,North-East,Relatively New,,502.0,,1,1,0,1,1,2,49,903.6
flat,signature global park,sohna road,0.78,6403.94,1218.0,Carpet area: 1210 (112.41 sq.m.),3,3,3,1.0,South-East,Relatively New,,,1210.0,0,0,0,1,0,0,150,406.0
flat,bestech park view city,sector 49,2.9,12169.53,2383.0,Super Built up area 2383(221.39 sq.m.),4,4,3+,5.0,South-West,Moderately Old,2383.0,,,0,1,0,0,0,0,117,595.75
flat,microtek greenburg,sector 86,1.3,8754.21,1485.0,Super Built up area 1480(137.5 sq.m.),2,2,3,10.0,,Relatively New,1480.0,,,1,0,0,0,0,0,38,742.5
house,sushant lok 1 builder floors,sector 43,2.45,7755.62,3159.0,Plot area 60(50.17 sq.m.)Built Up area: 540 sq.yards (451.51 sq.m.)Carpet area: 351 sq.yards (293.48 sq.m.),4,4,3+,3.0,West,Moderately Old,,540.0,351.0,1,1,0,1,1,2,123,789.75
flat,shapoorji pallonji joyville gurugram,sector 102,1.4,11666.67,1200.0,Super Built up area 1368(127.09 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),2,2,3,0.0,North,Relatively New,1368.0,,1200.0,0,0,0,0,0,0,80,600.0
flat,godrej nature plus,sector 33,1.3,8349.39,1557.0,Super Built up area 1557(144.65 sq.m.),3,2,3+,18.0,North,New Property,1557.0,,,0,0,0,0,0,0,38,519.0
house,independent,sector 2,6.0,24691.36,2430.0,Plot area 270(225.75 sq.m.),5,6,3+,3.0,East,Old Property,,270.0,,1,0,0,1,1,1,43,486.0
flat,gls avenue 51,sector 92,0.42,7106.6,591.0,Carpet area: 591 (54.91 sq.m.),2,2,1,4.0,East,Relatively New,,,591.0,1,0,0,1,0,1,42,295.5
flat,spire woods now ananda by alpha corp,sector 103,1.25,6902.26,1811.0,Carpet area: 1811 (168.25 sq.m.),3,4,3,11.0,,Under Construction,,,1811.0,1,1,0,0,0,0,105,603.6666666666666
flat,ats kocoon,sector 109,1.7,9742.12,1745.0,Super Built up area 1745(162.12 sq.m.)Built Up area: 1550 sq.ft. (144 sq.m.)Carpet area: 1250 sq.ft. (116.13 sq.m.),3,3,3,21.0,West,Moderately Old,1745.0,1550.0,1250.0,0,0,0,0,0,0,49,581.6666666666666
house,independent,sector 23,5.5,13095.24,4200.0,Plot area 4200(390.19 sq.m.),9,9,3+,3.0,South,Moderately Old,,4200.0,,0,1,0,0,1,1,0,466.6666666666667
house,independent,sector 3 phase 2,0.4,8000.0,500.0,Built Up area: 500 (46.45 sq.m.)Carpet area: 300 sq.ft. (27.87 sq.m.),2,1,0,1.0,South,Undefined,,500.0,300.0,0,0,0,0,0,0,0,250.0
flat,godrej,sector 79,1.34,8524.17,1572.0,Super Built up area 1572(146.04 sq.m.),2,2,3,2.0,North-West,Relatively New,1572.0,,,1,0,0,0,0,0,158,786.0
house,vatika india next,sector 82,7.0,21604.94,3240.0,Plot area 360(33.45 sq.m.)Built Up area: 3900 sq.ft. (362.32 sq.m.)Carpet area: 3743 sq.ft. (347.74 sq.m.),4,4,3+,3.0,North-East,Relatively New,,3900.0,3743.0,0,1,0,0,0,2,105,810.0
flat,vatika xpressions,sector 88b,1.1,8148.15,1350.0,Built Up area: 1350 (125.42 sq.m.)Carpet area: 1050 sq.ft. (97.55 sq.m.),2,4,3+,2.0,North-East,Under Construction,,1350.0,1050.0,1,0,0,0,0,0,58,675.0
flat,ireo victory valley,sector 67,3.49,12998.14,2685.0,Carpet area: 2452 (227.8 sq.m.),3,3,3,19.0,South-East,Relatively New,,,2452.0,0,1,0,0,0,0,103,895.0
flat,unitech fresco,sector 50,1.88,10479.38,1794.0,Super Built up area 1794(166.67 sq.m.)Built Up area: 1790 sq.ft. (166.3 sq.m.)Carpet area: 1450 sq.ft. (134.71 sq.m.),3,3,3+,14.0,North,Moderately Old,1794.0,1790.0,1450.0,0,0,0,0,1,1,174,598.0
house,independent,sector 8,1.6,3185.98,5022.0,Plot area 62(51.84 sq.m.),4,6,1,3.0,,Relatively New,,62.0,,0,0,0,0,0,0,0,1255.5
flat,sare green parc phase 3,sector 92,0.75,7142.86,1050.0,Super Built up area 1326(123.19 sq.m.)Built Up area: 1298 sq.ft. (120.59 sq.m.)Carpet area: 1050 sq.ft. (97.55 sq.m.),3,2,2,3.0,East,New Property,1326.0,1298.0,1050.0,0,0,0,0,0,0,121,350.0
house,u block dlf phase 3 road no 21,sector 24,1.6,3292.18,4860.0,Plot area 60(50.17 sq.m.),7,5,3+,4.0,,Old Property,,60.0,,0,0,0,0,0,0,0,694.2857142857143
flat,ramsons kshitij,sector 95,0.29,5178.57,560.0,Super Built up area 560(52.03 sq.m.),2,2,2,14.0,,Relatively New,560.0,,,0,0,0,0,0,0,50,280.0
house,independent,sector 43,5.5,28423.77,1935.0,Plot area 215(179.77 sq.m.),1,1,0,1.0,South-West,Old Property,,215.0,,0,0,0,0,1,0,12,1935.0
flat,central park resorts,sector 48,5.15,20900.97,2464.0,Super Built up area 2464(228.91 sq.m.)Built Up area: 2364 sq.ft. (219.62 sq.m.)Carpet area: 2264 sq.ft. (210.33 sq.m.),3,3,3+,8.0,North-West,Moderately Old,2464.0,2364.0,2264.0,0,1,0,0,0,2,53,821.3333333333334
flat,awho shanti vihar,sector 95,0.82,9879.52,830.0,Super Built up area 1400(130.06 sq.m.)Carpet area: 830 sq.ft. (77.11 sq.m.),2,2,3+,13.0,East,New Property,1400.0,,830.0,1,0,0,0,0,0,114,415.0
flat,guru gram haryana cghs,sector 56,1.39,8424.24,1650.0,Super Built up area 1850(171.87 sq.m.)Built Up area: 1750 sq.ft. (162.58 sq.m.)Carpet area: 1650 sq.ft. (153.29 sq.m.),3,2,3,6.0,South,Old Property,1850.0,1750.0,1650.0,0,1,0,1,0,1,89,550.0
flat,trisara our homes 3,sohna road,0.4,4479.28,893.0,Built Up area: 900 (83.61 sq.m.)Carpet area: 602 sq.ft. (55.93 sq.m.),2,2,2,1.0,,Undefined,,900.0,602.0,0,0,0,0,0,0,0,446.5
house,independent,sector 105,0.6,13333.33,450.0,Built Up area: 450 (41.81 sq.m.),3,3,0,3.0,,Undefined,,450.0,,0,0,0,0,0,0,0,150.0
flat,assotech blith,sector 99,1.9,6701.94,2835.0,Built Up area: 2835 (263.38 sq.m.),4,4,3+,2.0,North-East,Undefined,,2835.0,,0,0,0,0,0,0,51,708.75
flat,lig flat,sector 40,1.5,5555.56,2700.0,Built Up area: 300 (27.87 sq.m.),1,1,0,0.0,,Undefined,,300.0,,0,0,0,0,0,0,0,2700.0
flat,residency grand,sector 52,5.0,9615.38,5200.0,Built Up area: 5200 (483.1 sq.m.),5,5,3+,2.0,East,Undefined,,5200.0,,0,0,0,0,0,0,0,1040.0
flat,emaar mgf the palm drive,sector 66,3.0,14285.71,2100.0,Super Built up area 2100(195.1 sq.m.),4,5,3+,10.0,East,Relatively New,2100.0,,,0,1,0,0,0,1,49,525.0
house,independent,sector 8,0.45,9000.0,500.0,Carpet area: 500 (46.45 sq.m.),1,1,1,3.0,East,Undefined,,,500.0,0,0,0,0,0,0,0,500.0
