property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
flat,the nav manesar apartment,sector 1,0.85,3953.49,3,3,3+,5.0,Moderately Old,1946.0,0,1,0,0,0,0,5
house,independent,sector 9,3.2,13519.22,3,3,2,1.0,Old Property,2367.0,0,0,0,0,0,1,36
flat,smart world orchard,sector 61,1.47,12782.61,2,2,2,4.0,Under Construction,1278.0,1,0,0,0,0,0,31
flat,kiran residency,sector 56,1.54,8324.32,3,4,3+,5.0,Old Property,1900.0,0,1,0,0,0,1,98
house,international city by sobha phase 1,sector 109,6.75,10838.15,4,4,3+,2.0,New Property,6228.0,0,1,0,1,0,0,130
flat,la vida by tata housing,sector 113,2.7,16363.64,3,4,3+,4.0,Relatively New,2217.0,0,1,0,0,0,1,49
flat,ireo skyon,sector 60,2.05,15185.19,2,3,2,2.0,Relatively New,1520.0,0,0,1,0,0,1,174
house,sneh vihar,sohna road road,1.35,10000.0,5,5,3+,4.0,Relatively New,1350.0,0,0,0,0,0,0,0
flat,ats tourmaline,sector 109,1.72,8000.0,3,4,3+,7.0,Relatively New,1797.0,0,1,0,0,0,0,167
flat,shree vardhman flora,sector 90,0.75,5769.23,2,2,3,8.0,Relatively New,1444.0,0,0,0,0,0,0,60
flat,ireo skyon,sector 60,2.65,13125.31,3,4,3+,7.0,Moderately Old,2037.0,0,1,0,0,0,1,152
flat,ss the leaf,sector 85,1.09,6666.67,2,2,3,9.0,Relatively New,1638.0,0,0,1,0,0,0,174
flat,global height,sohna road,0.45,6338.03,2,2,2,6.0,Relatively New,789.0,0,0,0,0,0,2,49
flat,shree vardhman victoria,sector 70,1.6,8205.13,3,5,3,6.0,Relatively New,1527.0,0,1,0,0,0,0,108
flat,ambience creacions,sector 22,2.0,14492.75,2,2,2,9.0,Relatively New,1533.0,0,0,0,0,0,0,49
flat,sahara grace,sector 28,5.5,14612.11,4,5,3+,5.0,Moderately Old,3406.0,0,1,0,0,1,1,8
flat,om appartments,sector 3 phase 2,0.4,4444.44,3,2,1,3.0,Relatively New,1000.0,0,0,0,0,0,0,7
flat,la vida by tata housing,sector 113,1.45,11363.64,2,2,2,6.0,Relatively New,1080.0,0,0,0,0,0,0,80
flat,umang monsoon breeze,sector 78,0.69,5390.62,2,2,2,11.0,Moderately Old,1422.0,0,0,0,0,0,0,60
house,ansal sushant lok plots,sector 43,11.5,17692.31,7,8,3+,3.0,Old Property,9000.0,0,1,1,1,0,1,31
flat,ramprastha skyz,sector 37d,1.0,4943.15,3,5,3,11.0,Under Construction,1833.0,0,1,0,0,1,0,8
flat,signature global park,sohna road,0.52,6326.03,2,2,2,3.0,Relatively New,913.0,0,0,0,1,0,0,161
flat,mapsko casa bella,sector 82,1.75,6903.35,4,5,3+,1.0,Relatively New,2535.0,0,0,0,0,0,0,54
house,independent,sector 25,13.5,19285.71,9,9,0,1.0,Relatively New,7000.0,0,0,0,0,0,0,0
house,independent,sector 4,0.6,11695.91,3,3,1,2.0,Old Property,57.0,0,0,0,0,1,0,0
flat,vatika the seven lamps,sector 82,1.37,8753.99,3,3,3,11.0,Relatively New,2000.0,1,1,0,1,0,1,145
flat,dlf new town heights,sector 90,1.21,6243.55,3,3,3+,7.0,Relatively New,1929.0,0,1,0,1,0,0,127
flat,dlf regency park,sector 28,1.35,11739.13,2,2,2,14.0,Old Property,1120.0,0,0,1,0,0,0,66
flat,sare crescent parc,sector 92,1.44,7069.22,4,4,3,8.0,Relatively New,2267.0,0,0,0,0,0,0,37
flat,m3m golfestate,sector 65,5.3,24211.97,3,3,3,38.0,Moderately Old,2506.0,0,1,0,0,0,2,49
flat,smriti apartment,sector 56,0.6,10000.0,1,1,1,2.0,Moderately Old,543.0,0,0,0,0,0,0,49
house,independent,sector 26,4.0,29629.63,4,4,3,2.0,Old Property,1350.0,0,0,1,0,0,0,41
house,satya the hermitage,sector 103,3.15,6702.13,4,5,0,12.0,Relatively New,4700.0,0,0,0,0,0,0,61
flat,krrish florence estate,sector 70,1.3,5601.03,3,3,3,17.0,Under Construction,1865.0,0,0,0,0,0,1,61
flat,hcbs sports ville,sohna road,0.3,4010.7,2,2,2,3.0,Relatively New,743.0,0,0,0,0,0,0,0
flat,puri diplomatic greens,sector 111,3.5,11864.41,4,5,3+,10.0,Relatively New,2700.0,0,1,0,0,0,1,49
flat,pyramid urban homes 2,sector 86,0.41,6902.36,2,2,1,3.0,Relatively New,668.0,0,0,0,0,0,0,63
flat,shree vardhman victoria,sector 70,1.55,7948.72,3,3,3,6.0,Relatively New,1527.0,1,1,0,1,1,0,49
flat,mapsko mount ville,sector 79,1.55,8539.94,3,4,3,11.0,Relatively New,1416.0,0,1,0,0,0,1,152
flat,rof ananda,sector 95,0.25,6578.95,1,1,1,4.0,New Property,344.0,0,0,0,0,0,0,0
flat,pyramid urban,sector 67a,0.7,11844.33,2,2,1,14.0,New Property,657.0,0,0,0,0,0,0,44
flat,hsiidc sidco aravali,manesar,0.9,3477.59,3,3,3,2.0,Old Property,1900.0,0,1,0,0,0,2,21
flat,dlf the primus,sector 82a,2.55,11218.65,4,4,3+,14.0,Relatively New,2273.0,0,0,0,0,0,2,44
flat,emaar gurgaon greens,sector 102,1.4,13685.24,3,3,3,7.0,Relatively New,1315.0,0,1,0,0,0,0,67
house,independent,sector 4,1.1,11111.11,3,4,1,2.0,Moderately Old,990.0,0,0,0,0,0,0,0
flat,smart world orchard,sector 61,1.6,13913.04,2,2,2,4.0,New Property,1278.0,1,0,0,0,1,0,29
flat,smart world orchard,sector 61,1.47,12782.61,2,2,2,4.0,New Property,1278.0,1,0,0,1,0,0,53
flat,godrej nature plus serenity,sector 33,1.39,11583.33,3,2,3+,23.0,Under Construction,1333.0,0,0,0,0,0,0,105
flat,emaar gurgaon greens,sector 102,1.54,9333.33,3,3,3,12.0,Relatively New,1315.0,0,1,0,0,0,0,61
house,independent,sector 105,0.74,7400.0,3,3,0,2.0,Moderately Old,1000.0,0,0,0,0,0,0,0
flat,m3m soulitude,sector 89,1.3,8701.47,3,3,2,1.0,New Property,1179.0,0,0,0,0,1,0,45
flat,imperia the esfera,sector 37c,1.1,5405.41,3,4,3,9.0,Relatively New,1899.0,1,1,0,0,0,0,49
flat,assotech blith,sector 99,1.15,6594.04,2,2,2,2.0,New Property,1235.0,0,0,0,0,1,1,72
flat,tulip violet,sector 69,1.4,8928.57,3,3,1,12.0,Relatively New,1376.0,0,0,0,1,0,0,174
flat,emaar mgf emerald floors premier,sector 65,3.0,15189.87,4,4,3+,2.0,Relatively New,1975.0,0,1,0,0,0,0,87
flat,godrej,sector 79,1.29,8206.11,2,2,3,4.0,New Property,1423.0,0,0,0,0,0,0,0
flat,assotech blith,sector 99,1.6,6666.67,3,4,0,15.0,New Property,2400.0,0,0,0,0,0,0,51
flat,m3m golfestate,sector 65,4.95,15906.17,3,3,3,10.0,Relatively New,2816.0,0,1,0,0,0,1,82
flat,dlf royalton tower,sector 43,6.5,22108.84,4,5,2,8.0,Relatively New,2661.0,0,1,0,0,0,0,15
flat,sushant lok 1 builder floors,sector 43,2.5,12919.9,3,3,2,2.0,New Property,195.0,0,0,0,0,0,0,0
house,independent,sector 55,2.8,18666.67,4,4,0,2.0,Old Property,1500.0,0,0,0,0,0,0,0
house,ss hibiscus,sector 50,12.5,40849.67,4,4,3+,2.0,Relatively New,3060.0,1,1,0,0,0,2,160
flat,vatika inxt floors,sector 82a,0.75,7500.0,2,2,2,1.0,Relatively New,1000.0,0,0,0,0,0,0,0
flat,tulip violet,sector 69,1.4,9102.73,3,3,1,12.0,Relatively New,1392.0,0,0,0,0,0,1,157
flat,signature global park,sohna road,0.65,7907.54,2,1,2,3.0,New Property,913.0,0,0,0,0,0,0,87
flat,bhagwati sadan,sector 12,1.15,5499.76,3,4,2,2.0,Old Property,2000.0,0,1,0,0,1,0,0
flat,tulip violet,sector 69,1.68,8349.9,4,4,2,1.0,Relatively New,1819.0,0,0,0,1,0,0,102
flat,sare crescent parc,sector 92,0.71,4933.98,3,3,2,6.0,Relatively New,1596.0,0,0,0,0,0,0,37
flat,signature global park,sohna road,0.65,7295.17,2,2,3,1.0,New Property,822.0,0,0,0,0,0,0,58
flat,conscient elevate,sector 59,3.78,16499.35,3,3,3,3.0,Under Construction,2550.0,0,0,0,0,0,0,31
flat,ireo the grand arch,sector 58,4.0,18484.29,3,4,3,5.0,Old Property,2164.0,0,1,0,0,0,1,49
flat,breez global hill view,sohna road,0.35,6317.69,2,2,2,14.0,New Property,616.0,0,0,0,0,0,0,53
flat,emaar mgf the palm drive,sector 66,3.5,15909.09,3,3,3,7.0,Moderately Old,2125.0,0,1,1,0,0,1,149
flat,czar mahira homes 63a,sector 63a,0.42,7407.41,3,2,2,1.0,Under Construction,630.0,0,0,0,0,0,0,0
flat,ansal heights 86,sector 86,0.9,5325.44,3,3,2,10.0,New Property,1690.0,0,0,0,0,0,0,29
flat,dlf regal gardens,sector 90,1.8,7223.11,4,4,3+,7.0,Moderately Old,2005.0,0,0,0,0,0,0,38
flat,tata primanti,sector 72,4.1,14099.04,4,5,3+,39.0,New Property,2629.0,0,1,0,0,1,0,103
flat,bestech park view residency,sector 2,1.26,8051.12,2,2,3,7.0,Moderately Old,1416.0,1,0,0,0,0,0,84
flat,bestech park view grand spa,sector 81,4.0,9523.81,4,5,3+,15.0,Relatively New,3801.0,0,1,0,0,0,1,127
flat,umang winter hills,sector 77,0.75,5588.67,2,2,2,8.0,Relatively New,1140.0,0,0,1,0,0,1,102
house,independent,sector 43,2.5,2884.5,7,7,3,4.0,Relatively New,107.0,0,0,0,0,1,2,20
flat,sare homes,sector 92,1.19,5219.3,4,3,3,14.0,Relatively New,2533.0,0,1,0,0,0,0,100
house,uppal southend,sector 49,3.75,25562.37,2,6,3+,3.0,Moderately Old,1467.0,1,0,0,0,0,1,26
flat,vatika lifestyle homes,sector 83,1.05,5982.91,3,3,2,14.0,Relatively New,1588.0,1,1,1,1,0,1,174
flat,gls avenue 51,sector 92,0.39,6074.77,3,3,3+,6.0,Relatively New,713.0,0,0,0,0,0,0,104
flat,paras dews,sector 106,1.28,7272.73,3,4,3+,24.0,Relatively New,1186.0,0,1,0,0,0,0,49
house,experion windchants,sector 112,7.46,10259.94,4,4,3+,2.0,Relatively New,6350.0,0,1,0,1,0,1,62
flat,unitech vistas,sector 70,0.99,6325.88,3,4,2,11.0,Under Construction,1416.0,0,0,0,0,0,0,0
flat,m3m heights,sector 65,2.1,16653.45,2,2,3,8.0,New Property,1015.0,0,0,0,0,0,0,31
flat,bestech park view spa next,sector 67,3.32,12599.62,4,5,3+,12.0,Moderately Old,2385.0,0,1,0,0,0,1,174
flat,conscient heritage max,sector 102,2.22,13875.0,3,4,3+,15.0,Relatively New,2000.0,1,1,0,0,0,0,82
flat,smart world gems,sector 89,1.3,9135.63,3,3,2,2.0,New Property,1581.0,1,0,0,0,0,0,44
house,vatika signature villas,sector 82,5.0,15432.1,4,4,3+,3.0,Relatively New,3240.0,0,1,1,1,0,0,24
flat,ss the leaf,sector 85,2.1,7467.99,4,4,3,7.0,Relatively New,2600.0,1,1,0,1,0,0,49
flat,smart world gems,sector 89,0.9,8159.56,2,2,2,3.0,New Property,998.0,1,0,0,0,1,0,95
house,independent,sector 25,10.85,38150.49,6,6,1,3.0,Relatively New,2844.0,0,0,1,0,0,1,136
flat,hcbs sports ville,sohna road,0.24,7407.41,1,1,2,1.0,New Property,360.0,0,0,0,0,0,0,68
flat,eldeco accolade,sohna road,0.73,5775.32,2,2,3,5.0,Relatively New,978.0,0,0,0,1,0,0,33
flat,antriksh heights,sector 84,0.54,4459.12,2,2,3+,17.0,Relatively New,1086.0,0,0,0,0,0,0,81
flat,afnhb jalvayu vihar,sector 30,0.85,12859.3,2,2,1,2.0,Old Property,734.0,0,0,0,0,1,1,49
flat,ireo the corridors,sector 67a,1.4,9433.96,2,2,2,8.0,Relatively New,1149.0,1,0,0,0,1,0,90
flat,ansal api esencia,sector 67,1.0,6435.01,3,3,3+,2.0,Moderately Old,1406.0,0,0,0,0,0,0,9
house,independent,sector 24,11.0,28901.73,8,11,3+,3.0,Old Property,5000.0,1,1,0,1,1,1,39
flat,sbtl caladium,sector 109,1.7,6679.76,3,3,3+,9.0,Relatively New,2303.0,0,1,0,0,0,0,159
flat,emaar gurgaon greens,sector 102,1.6,9696.97,3,3,3,8.0,Relatively New,1315.0,0,0,0,0,0,0,46
flat,signature andour heights,sector 71,0.55,8607.2,2,2,1,7.0,Relatively New,600.0,0,0,0,0,0,1,24
flat,ild grand,sector 37c,1.35,7142.86,3,3,0,1.0,New Property,1820.0,0,0,0,0,0,0,60
flat,signature global park,sohna road,0.54,7200.0,2,2,2,4.0,Under Construction,833.0,0,0,0,0,0,0,111
flat,tulip violet,sector 69,2.0,10167.77,4,4,1,12.0,Relatively New,2186.0,0,0,0,0,0,0,79
flat,bestech park view grand spa,sector 81,4.7,6786.02,4,4,3+,19.0,Relatively New,6268.0,0,1,0,0,0,1,140
flat,pyramid urban homes 2,sector 86,0.42,8484.85,2,2,1,2.0,New Property,557.0,1,1,0,1,1,0,84
flat,imperia the esfera,sector 37c,0.87,5513.31,2,3,3+,5.0,Relatively New,1300.0,1,0,0,0,0,0,109
house,ansal api spanish court,sector 2,2.9,18625.56,4,4,3,2.0,Relatively New,1557.0,0,0,1,0,0,1,49
flat,bptp terra,sector 37d,1.45,8006.63,3,3,3,8.0,Relatively New,1711.0,0,0,0,0,0,0,149
flat,ramson kshitij sec-95 gurugram,sector 95,0.27,2700.0,2,2,0,1.0,New Property,758.0,0,0,0,0,0,0,0
flat,raheja vedaanta,sector 108,1.25,5681.82,3,2,0,0.0,Relatively New,1991.0,0,0,0,0,0,1,65
flat,apna enclave,sector 3,0.58,6105.26,2,2,2,2.0,Old Property,900.0,0,0,0,0,0,0,66
flat,sare green parc phase 3,sector 92,1.1,6875.0,4,3,2,12.0,New Property,1778.0,0,0,0,0,0,0,15
flat,"godrej 101, sector 79",sector 79,1.25,9038.32,2,2,3,1.0,Relatively New,1383.0,0,0,0,0,0,0,0
house,independent,sector 46,3.55,24499.65,5,4,3+,3.0,Moderately Old,1449.0,0,1,0,0,0,1,73
flat,smart world orchard,sector 61,1.55,13478.26,2,2,1,3.0,Under Construction,1041.0,1,0,0,0,0,0,43
flat,suncity vatsal valley,gwal pahari,1.28,9552.24,3,3,3,1.0,Relatively New,1489.0,0,0,0,0,0,1,49
house,independent,sohna road,1.55,14719.85,2,3,2,1.0,New Property,117.0,1,0,0,1,0,1,49
house,anamika enclave,sector 12,6.0,14492.75,9,9,3+,3.0,Old Property,9000.0,0,0,0,0,0,0,9
flat,ireo uptown,sector 66,1.5,11219.15,2,3,3,1.0,Relatively New,1330.0,0,1,0,0,1,1,79
flat,kibithu villas,sector 48,3.45,12777.78,4,4,3+,2.0,Moderately Old,3000.0,0,0,0,0,0,0,0
flat,emaar mgf emerald floors premier,sector 65,2.9,14683.54,4,4,3+,4.0,Relatively New,1975.0,1,1,0,0,0,1,152
flat,m3m woodshire,sector 107,1.02,6649.28,2,2,3,6.0,Relatively New,1388.0,1,0,0,0,0,0,112
flat,ashiana anmol,sohna road,0.9,9463.72,2,2,2,13.0,Relatively New,1105.0,0,0,0,0,0,2,120
house,housing board colony,sector 28,5.5,30555.56,4,3,3,2.0,Old Property,1800.0,0,0,0,1,1,1,22
flat,emaar mgf palm hills,sector 77,1.25,8620.69,3,4,3,3.0,Relatively New,1310.0,1,1,0,0,0,0,49
flat,mapsko mount ville,sector 79,1.1,12731.48,3,3,3,22.0,Relatively New,1154.0,1,0,0,1,0,1,135
flat,sare green parc 2,sector 92,0.61,4837.43,3,2,2,6.0,Under Construction,1141.0,0,0,0,0,1,0,0
house,huda plots,sector 56,2.95,20358.87,2,2,2,1.0,Moderately Old,1449.0,0,0,0,0,0,0,31
flat,la vida by tata housing,sector 113,1.38,12000.0,2,2,3,8.0,New Property,1350.0,1,0,0,0,0,0,174
flat,smriti apartment,sector 56,0.52,10655.74,1,1,1,1.0,Old Property,475.0,0,0,0,0,0,0,34
flat,ramprastha skyz,sector 37d,1.25,7250.58,3,3,3+,2.0,Under Construction,1725.0,0,0,0,0,0,0,8
flat,supertech araville,sector 79,0.9,6949.81,2,2,0,12.0,Relatively New,1295.0,0,0,0,0,0,0,0
flat,signature global city 81,sector 81,0.82,8640.67,2,2,3,2.0,Relatively New,955.0,0,0,0,0,0,0,53
house,independent,sector 41,11.0,33950.62,4,4,2,3.0,New Property,3240.0,1,1,0,1,0,0,35
house,ss aaron ville,sector 49,6.5,18807.87,5,5,2,2.0,Relatively New,3456.0,1,1,0,1,0,1,28
flat,godrej air,sector 85,1.83,10005.47,3,3,3+,18.0,Under Construction,2032.0,0,0,0,0,0,0,110
flat,dlf the ultima,sector 81,2.7,12802.28,3,3,3,15.0,Relatively New,2343.0,0,1,0,0,0,1,49
flat,dlf new town heights,sector 90,1.9,6967.36,4,4,3+,19.0,Relatively New,2512.0,0,1,1,0,0,1,174
flat,experion the heartsong,sector 108,0.98,13351.5,2,3,3,4.0,Relatively New,978.23,1,0,0,0,0,0,135
flat,orris aster court,sector 85,0.9,5671.08,3,3,3,8.0,Relatively New,1436.0,0,0,0,0,0,0,49
flat,silverglades the melia,sohna road,0.78,5777.78,2,2,3,9.0,Under Construction,1222.0,1,0,0,0,0,0,72
flat,smart world gems,sector 89,0.9,8144.8,2,2,2,1.0,New Property,1105.0,0,0,0,0,0,0,45
flat,ardee city,sector 52,1.55,7380.95,4,4,3,1.0,Moderately Old,2100.0,0,0,0,0,0,0,0
flat,signature global solera,sector 107,0.36,6569.34,2,2,1,9.0,Relatively New,496.0,0,0,0,0,0,0,28
flat,bestech park view ananda,sector 81,1.35,7541.9,3,3,3+,10.0,Moderately Old,1438.0,0,0,1,0,0,1,72
flat,dlf the ultima,sector 81,3.46,12047.35,4,4,3+,10.0,New Property,2599.0,0,1,0,0,0,2,161
flat,umang monsoon breeze,sector 78,0.9,4615.38,3,3,2,1.0,Moderately Old,1900.0,0,1,0,1,0,0,65
flat,pioneer araya,sector 62,9.14,19488.27,4,6,3,16.0,Relatively New,3932.0,1,1,1,0,0,1,146
flat,vipul lavanya,sector 81,0.75,5966.59,2,2,2,7.0,Moderately Old,1397.0,0,0,0,0,0,0,37
flat,ss,sector 85,1.2,7151.37,2,2,3,15.0,Relatively New,1660.0,0,0,0,0,0,0,49
flat,ireo the grand arch,sector 58,4.85,16934.36,4,5,3,23.0,Relatively New,3182.0,1,1,0,1,1,1,49
house,independent,sector 13,0.62,3587.96,6,6,0,3.0,Old Property,192.0,0,0,0,0,0,0,0
flat,cghs rail vihar,sector 15,1.4,10769.23,4,3,3,3.0,Old Property,1444.0,0,0,0,0,0,1,81
house,international city by sobha phase 2,sector 109,8.75,24305.56,5,5,3+,3.0,New Property,3600.0,1,1,1,1,0,1,153
flat,ats marigold,sector 89,1.7,9714.29,3,3,3+,8.0,Under Construction,1944.0,1,0,0,0,0,0,65
house,independent,sector 50,7.0,23333.33,4,4,2,3.0,Old Property,3400.0,0,1,0,0,0,0,118
flat,ss the leaf,sector 85,2.15,10924.8,4,5,3+,6.0,Relatively New,2366.0,0,1,0,0,0,0,156
house,independent,sector 26,8.9,32962.96,4,4,3+,2.0,Old Property,2700.0,1,1,1,1,0,0,82
flat,aipl club residences,sector 70a,0.85,9139.78,2,2,2,5.0,Relatively New,842.0,0,0,0,0,0,1,45
flat,sobha city,sector 108,2.6,15195.79,3,3,2,11.0,New Property,1711.0,0,0,0,0,0,0,49
flat,gls arawali homes,sohna road,0.29,6029.11,2,2,2,9.0,Relatively New,534.0,0,0,0,0,0,0,55
flat,shapoorji pallonji joyville gurugram,sector 102,2.12,16960.0,3,3,3,9.0,Relatively New,1852.0,0,0,0,0,0,0,72
flat,ramsons kshitij,sector 95,0.32,4500.7,2,2,1,8.0,Relatively New,563.0,0,0,0,0,1,2,28
flat,vatika lifestyle homes,sector 83,1.1,6267.81,3,3,2,8.0,Relatively New,1588.0,1,0,1,1,0,1,174
house,ansal florence super,sector 57,3.75,23148.15,3,4,3,2.0,Moderately Old,1620.0,1,1,1,0,0,1,38
house,independent,sector 105,1.35,3857.14,5,3,3,3.0,Moderately Old,3500.0,0,0,0,0,0,0,0
flat,orchid petals,sector 49,2.38,11497.58,3,4,3,1.0,Relatively New,2061.0,1,0,0,0,0,0,49
flat,smart world gems,sector 89,1.2,12526.1,3,3,3,3.0,Under Construction,1064.0,0,0,1,1,0,0,131
flat,bptp amstoria,sector 102,1.9,8444.44,3,3,3+,1.0,Relatively New,2500.0,0,1,0,0,0,0,174
flat,godrej nature plus,sector 33,1.65,8266.53,3,3,3,2.0,Under Construction,2218.0,0,1,0,0,0,0,37
flat,dlf regency park,sector 28,1.6,14545.45,2,2,2,3.0,Relatively New,1222.0,0,0,0,0,0,0,52
flat,breez global hill view,sohna road,0.32,5776.17,2,2,2,19.0,Relatively New,616.0,0,0,0,0,0,1,21
flat,experion windchants,sector 112,5.6,11529.75,4,6,3+,15.0,Moderately Old,3662.34,0,1,0,0,0,1,157
flat,parsvnath green ville,sector 48,2.0,7763.98,3,3,0,15.0,Relatively New,1923.0,0,1,0,0,0,0,74
flat,pareena coban residences,sector 99a,1.38,7150.26,4,5,3+,1.0,Relatively New,2150.0,0,1,0,0,1,0,49
flat,mahindra aura,sector 110,1.4,9655.17,3,3,3,10.0,Relatively New,1550.0,0,0,0,0,0,1,142
flat,malibu towne,sector 47,2.4,10000.0,3,3,0,0.0,Moderately Old,2667.0,0,0,0,0,0,1,22
flat,emaar mgf emerald estate,sector 65,1.73,12401.43,3,3,3,9.0,Relatively New,1262.0,0,1,0,0,0,2,159
flat,krisumi waterfall residences,sector 36a,4.1,15500.95,3,4,3,30.0,New Property,2820.0,1,0,0,0,0,2,49
flat,adani m2k oyster grande,sector 102,1.9,9103.98,3,4,3,8.0,Relatively New,1710.0,0,1,0,0,0,0,165
flat,signature global solera,sector 107,0.25,7861.64,1,1,0,0.0,Relatively New,318.0,0,0,0,0,0,0,55
flat,chanderlok society,sector 28,0.9,7234.73,4,2,3+,1.0,Old Property,1382.0,0,0,0,0,0,0,0
flat,dlf new town heights,sector 91,1.8,7679.18,4,4,3+,6.0,Moderately Old,2604.0,0,1,0,1,0,0,81
flat,experion windchants,sector 112,4.25,11294.18,3,5,2,15.0,Relatively New,3000.0,0,1,0,1,0,0,72
flat,shree vardhman victoria,sector 70,1.1,8461.54,2,2,2,0.0,New Property,1026.0,1,0,0,0,0,0,49
house,grover homes sec 4,sector 4,4.75,9374.38,5,5,1,1.0,Old Property,5067.0,1,1,0,1,0,1,35
flat,chd avenue,sector 71,1.32,6019.15,4,4,3,14.0,Moderately Old,1985.0,0,1,0,0,0,0,65
flat,raheja vedaanta,sector 108,0.8,4079.55,3,3,3,9.0,Relatively New,1663.0,0,0,0,1,0,0,174
flat,green campus chs,manesar,0.9,3935.29,3,3,3+,6.0,Moderately Old,2070.0,0,1,0,0,0,0,5
flat,mapsko casa bella,sector 82,1.38,5443.79,4,5,3+,20.0,Relatively New,2294.0,0,1,0,0,0,0,79
flat,dlf new town heights,sector 90,1.55,6556.68,4,4,3+,1.0,Relatively New,2139.0,0,1,0,1,0,0,81
flat,godrej nature plus,sector 33,1.4,9333.33,2,2,3,14.0,Under Construction,1448.0,0,0,0,0,0,0,67
flat,tulip violet,sector 69,1.68,8358.21,4,4,2,7.0,Relatively New,1819.0,0,0,0,0,0,0,127
flat,park royal apartment,sector 56,1.71,7600.0,3,3,3+,5.0,Moderately Old,2251.0,0,1,0,0,0,1,118
flat,ashiana mulberry,sohna road,0.95,6484.64,2,2,3+,3.0,New Property,1175.97,1,0,0,0,0,0,89
flat,dlf new town heights,sector 86,1.4,5942.28,4,4,3+,20.0,Relatively New,2132.0,0,1,0,1,0,0,65
flat,tulip violet,sector 69,1.46,9252.22,3,3,2,0.0,Relatively New,1428.0,0,0,0,1,0,1,174
flat,ansal sushant residency,sector 57,1.5,6775.07,3,2,3+,1.0,Moderately Old,273.0,0,0,0,0,0,0,87
house,independent,sector 43,8.49,31444.44,3,3,2,4.0,Relatively New,2700.0,0,1,0,1,0,1,21
flat,palam vihar extension west zone rwa,sector 2,0.2,4000.0,1,1,1,1.0,Moderately Old,556.0,0,0,0,0,1,0,0
flat,m3m golfestate,sector 79,1.4,10000.0,2,2,2,4.0,Relatively New,1556.0,1,1,1,0,0,2,83
flat,m3m skycity,sector 65,2.85,15590.81,3,3,3,43.0,Under Construction,1828.0,0,0,0,0,0,1,115
flat,cghs vidya enclave,sector 56,1.7,10967.74,3,2,3,6.0,Old Property,1585.0,0,0,1,0,0,0,101
house,project mianwali colony,sector 12,1.7,9444.44,1,1,2,1.0,Old Property,2000.0,0,0,0,0,0,0,0
flat,ats tourmaline,sector 109,2.25,8704.06,3,4,3,14.0,Relatively New,2339.0,0,1,0,0,0,0,101
flat,breez global hill view,sohna road,0.35,5319.15,2,2,2,18.0,New Property,658.0,0,0,0,0,0,0,15
flat,dlf new town heights,sector 90,1.51,6387.48,4,4,3+,6.0,Relatively New,2362.0,0,1,0,1,0,1,142
flat,ansal heights 86,sector 86,0.78,5735.29,2,2,2,8.0,New Property,1360.0,0,0,0,0,0,0,72
house,independent,sector 40,5.0,21123.79,9,9,3+,3.0,Relatively New,2367.0,0,0,0,1,0,1,66
house,not applicable,sector 11,2.2,12222.22,4,3,2,1.0,Old Property,1800.0,1,0,0,1,0,0,24
house,independent,sector 12,6.0,35087.72,4,6,2,2.0,Old Property,1710.0,0,0,0,0,0,0,0
house,suncity essel towers,sector 28,8.95,17900.0,5,6,3+,4.0,Moderately Old,5000.0,0,0,0,0,0,0,0
flat,godrej,sector 79,2.01,8495.35,3,4,3+,6.0,Relatively New,2141.0,0,1,0,0,0,0,158
flat,bestech park view grand spa,sector 81,2.4,9022.56,3,4,3+,8.0,New Property,2407.0,1,1,0,0,0,1,167
flat,krrish provence estate,gwal pahari,5.25,9051.72,4,5,3+,2.0,New Property,5249.0,1,1,0,1,0,0,49
house,independent,sector 11,2.5,17857.14,5,4,3,1.0,Old Property,1850.0,0,0,1,0,0,0,0
house,jacob pura,sector 12,0.35,9722.22,2,1,0,2.0,Old Property,360.0,0,0,0,0,0,0,0
flat,vatika the seven lamps,sector 82,0.85,6538.46,2,2,2,0.0,Relatively New,1176.0,0,0,0,0,0,1,49
flat,shree vardhman mantra,sector 67,0.56,7000.0,2,2,1,8.0,New Property,889.0,0,0,0,0,0,0,65
flat,adani m2k oyster grande,sector 102,1.95,7561.07,3,4,3,9.0,Relatively New,2334.0,1,1,0,0,0,1,83
flat,guru gram haryana cghs,sector 56,1.39,7228.29,3,3,3,4.0,Moderately Old,1738.0,1,0,0,0,0,1,134
flat,pareena mi casa,sector 68,1.7,8504.25,4,4,3,2.0,New Property,1809.0,0,0,0,0,0,0,47
flat,paras dews,sector 106,1.25,7102.27,3,4,3+,5.0,Relatively New,1186.0,0,1,0,0,0,0,165
flat,parsvnath green ville,sector 48,1.86,7654.32,3,3,3+,6.0,Moderately Old,2199.0,0,1,0,0,0,1,94
flat,trisara our homes 3,sohna road,0.34,5405.41,2,2,1,0.0,New Property,699.0,0,0,0,0,0,0,0
flat,experion the heartsong,sector 108,2.08,9904.76,4,4,3+,3.0,Relatively New,2631.0,0,1,0,0,0,0,126
flat,ireo the grand arch,sector 58,3.8,17560.07,3,4,1,19.0,Moderately Old,2164.0,0,1,0,0,0,1,167
flat,birla navya,sector 63a,3.23,26871.88,3,3,3,4.0,New Property,1202.0,0,1,0,0,0,0,52
